1	0.124608	0.0311241
2	0.12453	0.031046
3	0.124518	0.0310335
4	0.124472	0.0309877
5	0.124493	0.0310089
6	0.12444	0.0309553
7	0.124444	0.0309597
8	0.124425	0.0309409
9	0.124421	0.0309365
10	0.124396	0.0309115
11	0.124369	0.0308849
12	0.124224	0.0307398
13	0.124199	0.0307152
14	0.12419	0.030706
15	0.124105	0.0306207
16	0.124107	0.0306226
17	0.124131	0.0306472
18	0.124066	0.0305821
19	0.124083	0.0305985
20	0.124017	0.0305324
21	0.123974	0.0304895
22	0.123965	0.0304808
23	0.123943	0.0304591
24	0.123946	0.0304615
25	0.124016	0.0305319
26	0.123985	0.0305011
27	0.123979	0.0304948
28	0.123913	0.0304287
29	0.123958	0.0304741
30	0.123928	0.0304437
31	0.123898	0.0304133
32	0.123863	0.0303786
33	0.123872	0.0303882
34	0.123899	0.0304152
35	0.12388	0.0303954
36	0.123844	0.0303593
37	0.123867	0.0303829
38	0.123853	0.0303684
39	0.12385	0.030366
40	0.123813	0.0303289
41	0.123789	0.0303048
42	0.123804	0.0303202
43	0.12378	0.0302956
44	0.123766	0.0302821
45	0.123723	0.0302392
46	0.123744	0.0302599
47	0.123695	0.0302107
48	0.123703	0.0302185
49	0.12367	0.0301862
50	0.123607	0.030123
51	0.123572	0.0300878
52	0.123583	0.0300984
53	0.123577	0.0300931
54	0.123551	0.030067
55	0.123543	0.0300584
56	0.123536	0.0300521
57	0.123526	0.030042
58	0.123515	0.0300304
59	0.12353	0.0300458
60	0.123498	0.030014
61	0.123485	0.030001
62	0.123496	0.0300116
63	0.123493	0.0300092
64	0.123422	0.0299378
65	0.12345	0.0299653
66	0.123444	0.02996
67	0.123471	0.029987
68	0.12349	0.0300058
69	0.123526	0.030042
70	0.1235	0.0300154
71	0.123526	0.0300415
72	0.1235	0.0300154
73	0.123488	0.0300034
74	0.123492	0.0300072
75	0.123466	0.0299822
76	0.123457	0.0299725
77	0.123473	0.0299884
78	0.123451	0.0299667
79	0.123433	0.0299484
80	0.123413	0.0299291
81	0.123408	0.0299233
82	0.123421	0.0299363
83	0.123404	0.0299195
84	0.123403	0.029919
85	0.123376	0.0298915
86	0.123356	0.0298712
87	0.123355	0.0298708
88	0.1233	0.0298158
89	0.123293	0.029809
90	0.1233	0.0298158
91	0.123272	0.0297873
92	0.123236	0.0297521
93	0.123217	0.0297328
94	0.123214	0.0297299
95	0.12318	0.0296957
96	0.123163	0.0296788
97	0.123143	0.029659
98	0.123161	0.0296764
99	0.123137	0.0296523
100	0.12314	0.0296562
101	0.123132	0.029648
102	0.123094	0.0296094
103	0.123052	0.0295679
104	0.123051	0.0295669
105	0.123022	0.029538
106	0.123002	0.0295177
107	0.122976	0.0294917
108	0.122971	0.0294864
109	0.122946	0.0294613
110	0.122961	0.0294763
111	0.12296	0.0294758
112	0.122905	0.0294203
113	0.122919	0.0294348
114	0.122915	0.0294305
115	0.122914	0.0294295
116	0.122911	0.0294271
117	0.122925	0.0294406
118	0.122911	0.0294271
119	0.122892	0.0294078
120	0.122905	0.0294203
121	0.122918	0.0294334
122	0.122883	0.0293986
123	0.122888	0.0294039
124	0.122858	0.029374
125	0.122833	0.029349
126	0.122874	0.0293895
127	0.122863	0.0293789
128	0.122848	0.0293639
129	0.122835	0.0293504
130	0.122836	0.0293519
131	0.122832	0.029348
132	0.122813	0.0293287
133	0.122787	0.0293027
134	0.122789	0.0293051
135	0.122802	0.0293181
136	0.122771	0.0292863
137	0.122774	0.0292901
138	0.122789	0.0293051
139	0.122786	0.0293022
140	0.122769	0.0292848
141	0.122779	0.0292945
142	0.122763	0.029279
143	0.122734	0.0292496
144	0.122744	0.0292597
145	0.122731	0.0292472
146	0.122671	0.0291864
147	0.122713	0.0292284
148	0.122676	0.0291917
149	0.122702	0.0292178
150	0.1227	0.0292159
151	0.122662	0.0291773
152	0.122679	0.0291946
153	0.12266	0.0291753
154	0.122686	0.0292014
155	0.122644	0.0291594
156	0.122635	0.0291508
157	0.122628	0.0291435
158	0.122611	0.0291266
159	0.122598	0.0291136
160	0.122576	0.0290919
161	0.122595	0.0291107
162	0.122571	0.0290871
163	0.122546	0.0290615
164	0.122542	0.0290582
165	0.122525	0.0290408
166	0.122541	0.0290572
167	0.122487	0.0290032
168	0.122517	0.0290326
169	0.122498	0.0290133
170	0.122488	0.0290037
171	0.122479	0.028995
172	0.122466	0.028982
173	0.122448	0.0289636
174	0.122486	0.0290022
175	0.122462	0.0289776
176	0.122445	0.0289603
177	0.122455	0.0289709
178	0.12246	0.0289757
179	0.122412	0.028928
180	0.122421	0.0289371
181	0.122412	0.028928
182	0.122396	0.0289116
183	0.122375	0.0288903
184	0.12234	0.0288561
185	0.122367	0.0288826
186	0.12238	0.0288961
187	0.12235	0.0288653
188	0.122357	0.028873
189	0.122332	0.0288479
190	0.122319	0.0288344
191	0.122313	0.0288286
192	0.122325	0.0288411
193	0.12231	0.0288252
194	0.122304	0.0288194
195	0.122309	0.0288247
196	0.122294	0.0288098
197	0.122301	0.028817
198	0.12228	0.0287958
199	0.122295	0.0288108
200	0.122267	0.0287828
201	0.122282	0.0287973
202	0.122264	0.0287794
203	0.122265	0.0287809
204	0.122248	0.0287635
205	0.122252	0.0287674
206	0.122235	0.028751
207	0.122242	0.0287582
208	0.122238	0.0287539
209	0.122222	0.0287379
210	0.122236	0.0287519
211	0.122214	0.0287293
212	0.122214	0.0287297
213	0.12219	0.0287061
214	0.122193	0.0287085
215	0.122147	0.0286632
216	0.12215	0.0286661
217	0.122161	0.0286767
218	0.122119	0.0286343
219	0.122142	0.0286579
220	0.122119	0.0286347
221	0.122109	0.0286251
222	0.122137	0.0286526
223	0.122152	0.028668
224	0.122181	0.028697
225	0.122154	0.0286695
226	0.122142	0.0286574
227	0.122132	0.0286478
228	0.122136	0.0286521
229	0.12212	0.0286362
230	0.1221	0.0286155
231	0.122094	0.0286097
232	0.122115	0.0286309
233	0.122097	0.0286126
234	0.122104	0.0286198
235	0.12211	0.0286261
236	0.122085	0.0286005
