0	2964
1	3348
2	2844
3	2744
4	2648
5	2501
6	2435
7	2342
8	2326
9	2229
10	2264
11	2077
12	2006
13	1885
14	1869
15	1773
16	1776
17	1747
18	1759
19	1772
20	1760
21	1655
22	1643
23	1656
24	1696
25	1678
26	1626
27	1651
28	1669
29	1618
30	1574
31	1524
32	1461
33	1445
34	1431
35	1392
36	1389
37	1356
38	1280
39	1276
40	1277
41	1264
42	1288
43	1293
44	1238
45	1270
46	1246
47	1199
48	1212
49	1185
50	1189
51	1205
52	1188
53	1181
54	1183
55	1216
56	1165
57	1153
58	1121
59	1096
60	1109
61	1167
62	1107
63	1166
64	1134
65	1163
66	1146
67	1129
68	1149
69	1115
70	1012
71	1065
72	996
73	1058
74	1037
75	1013
76	1083
77	1083
78	1053
79	1085
80	1056
81	1124
82	1095
83	1065
84	1075
85	1047
86	1056
87	1026
88	1053
89	1059
90	1028
91	1022
92	1024
93	1007
94	967
95	981
96	940
97	968
98	1022
99	991
100	981
101	994
102	946
103	965
104	921
105	904
106	919
107	902
108	908
109	835
110	889
111	860
112	838
113	886
114	868
115	855
116	818
117	863
118	825
119	826
120	856
121	855
122	842
123	876
124	891
125	912
126	946
127	915
128	899
129	917
130	926
131	871
132	883
133	879
134	885
135	860
136	878
137	858
138	868
139	851
140	897
141	860
142	878
143	871
144	843
145	847
146	824
147	826
148	836
149	836
150	849
151	841
152	864
153	829
154	863
155	770
156	781
157	754
158	725
159	710
160	674
161	671
162	687
163	688
164	687
165	669
166	690
167	656
168	630
169	678
170	674
171	695
172	700
173	754
174	706
175	743
176	731
177	749
178	717
179	754
180	735
181	717
182	739
183	729
184	746
185	678
186	702
187	706
188	728
189	713
190	697
191	682
192	661
193	676
194	658
195	648
196	645
197	652
198	629
199	634
200	620
201	620
202	621
203	638
204	610
205	626
206	632
207	665
208	633
209	625
210	600
211	613
212	582
213	581
214	554
215	555
216	537
217	579
218	577
219	581
220	607
221	602
222	614
223	618
224	664
225	657
226	654
227	656
228	666
229	649
230	674
231	638
232	623
233	646
234	672
235	643
236	628
237	641
238	628
239	660
240	675
241	673
242	683
243	684
244	668
245	640
246	665
247	661
248	648
249	659
250	666
251	627
252	615
253	608
254	603
255	613
256	612
257	610
258	599
259	623
260	633
261	639
262	619
263	635
264	658
265	653
266	644
267	638
268	634
269	624
270	620
271	645
272	629
273	645
274	619
275	641
276	631
277	627
278	614
279	618
280	596
281	604
282	574
283	539
284	561
285	541
286	590
287	570
288	600
289	567
290	570
291	546
292	529
293	544
294	561
295	526
296	525
297	534
298	524
299	514
300	482
301	493
302	503
303	498
304	491
305	496
306	512
307	550
308	528
309	566
310	515
311	543
312	527
313	493
314	514
315	493
316	457
317	459
318	434
319	448
320	464
321	468
322	493
323	469
324	479
325	463
326	472
327	458
328	460
329	473
330	476
331	481
332	442
333	474
334	421
335	450
336	401
337	379
338	365
339	343
340	351
341	350
342	333
343	326
344	322
345	328
346	329
347	348
348	332
349	352
350	322
351	328
352	316
353	314
354	318
355	330
356	343
357	330
358	342
359	317
360	313
361	306
362	304
363	304
364	314
365	316
366	325
367	318
368	303
369	306
370	299
371	318
372	310
373	313
374	320
375	329
376	341
377	331
378	338
379	357
380	354
381	358
382	353
383	353
384	347
385	342
386	327
387	332
388	312
389	309
390	321
391	319
392	319
393	320
394	330
395	324
396	317
397	311
398	325
399	321
400	322
401	324
402	323
403	320
404	302
405	296
406	317
407	311
408	317
409	312
410	312
411	305
412	302
413	290
414	284
415	284
416	296
417	275
418	274
419	270
420	267
421	267
422	271
423	283
424	276
425	294
426	287
427	317
428	300
429	306
430	300
431	317
432	290
433	292
434	285
435	278
436	270
437	269
438	264
439	255
440	256
441	256
442	255
443	254
444	256
445	255
446	261
447	251
448	249
449	249
450	250
451	250
452	252
453	248
454	261
455	250
456	258
457	252
458	255
459	256
460	256
461	260
462	263
463	267
464	276
465	266
466	273
467	273
468	287
469	284
470	291
471	299
472	282
473	281
474	277
475	282
476	282
477	289
478	287
479	299
480	293
481	299
482	311
483	312
484	301
485	303
486	303
487	310
488	287
489	286
490	274
491	278
492	276
493	280
494	280
495	288
496	282
497	291
498	290
499	289
500	287
501	304
502	304
503	330
504	308
505	323
506	327
507	341
508	334
509	325
510	328
511	337
512	356
513	322
514	327
515	321
516	328
517	321
518	331
519	317
520	311
521	317
522	327
523	326
524	325
525	327
526	337
527	342
528	331
529	353
530	346
531	332
532	352
533	343
534	340
535	335
536	346
537	336
538	349
539	348
540	365
541	352
542	347
543	348
544	334
545	329
546	312
547	317
548	309
549	306
550	303
551	302
552	305
553	305
554	310
555	309
556	312
557	309
558	309
559	317
560	327
561	320
562	337
563	325
564	320
565	333
566	323
567	343
568	327
569	317
570	312
571	303
572	306
573	324
574	310
575	311
576	306
577	313
578	308
579	323
580	324
581	336
582	336
583	340
584	327
585	325
586	338
587	337
588	346
589	338
590	349
591	333
592	339
593	326
594	331
595	333
596	352
597	345
598	348
599	344
600	346
601	351
602	360
603	341
604	347
605	337
606	341
607	330
608	333
609	329
610	337
611	313
612	313
613	315
614	323
615	322
616	323
617	327
618	319
619	311
620	312
621	303
622	326
623	292
624	291
625	289
626	280
627	287
628	282
629	291
630	290
631	286
632	292
633	295
634	294
635	295
636	292
637	304
638	289
639	291
640	283
641	289
642	277
643	276
644	273
645	278
646	283
647	288
648	290
649	292
650	295
651	315
652	302
653	302
654	292
655	285
656	278
657	276
658	264
659	263
660	257
661	256
662	255
663	253
664	253
665	255
666	250
667	247
668	244
669	244
670	244
671	244
672	244
673	244
674	244
675	244
676	244
677	244
678	244
679	244
680	244
681	244
682	244
683	244
684	244
685	244
686	244
687	244
688	244
689	244
690	244
691	244
692	244
693	244
694	244
695	244
696	244
697	244
698	245
699	243
700	243
701	245
702	245
703	245
704	246
705	248
706	254
707	249
708	259
709	249
710	251
711	252
712	263
713	255
714	261
715	260
716	256
717	254
718	249
719	248
720	246
721	244
722	246
723	246
724	247
725	249
726	248
727	253
728	252
729	260
730	258
731	263
732	262
733	270
734	260
735	265
736	264
737	270
738	262
739	266
740	265
741	268
742	264
743	262
744	265
745	260
746	257
747	259
748	256
749	256
750	255
751	260
752	260
753	260
754	264
755	264
756	259
757	262
758	258
759	246
760	244
761	242
762	243
763	244
764	244
765	244
766	244
767	244
768	244
769	244
770	244
771	244
772	244
773	244
774	244
775	244
776	244
777	244
778	244
779	244
780	244
781	244
782	244
783	244
784	244
785	244
786	244
787	244
788	244
789	244
790	244
791	244
792	244
793	244
794	244
795	244
796	244
797	244
798	244
799	244
800	244
801	244
802	244
803	244
804	244
805	244
806	244
807	244
808	244
809	244
810	244
811	244
812	244
813	244
814	244
815	244
816	244
817	244
818	244
819	244
820	244
821	244
822	244
823	244
824	244
825	244
826	244
827	244
828	244
829	244
830	244
831	244
832	244
833	244
834	244
835	244
836	244
837	244
838	244
839	244
840	244
841	244
842	244
843	244
844	244
845	244
846	244
847	244
848	244
849	244
850	244
851	244
852	244
853	244
854	244
855	244
856	244
857	244
858	244
859	244
860	244
861	244
862	244
863	244
864	244
865	244
866	244
867	244
868	244
869	244
870	244
871	244
872	244
873	244
874	244
875	244
876	244
877	244
878	244
879	244
880	244
881	244
882	244
883	244
884	244
885	244
886	244
887	244
888	244
889	244
890	244
891	244
892	244
893	244
894	244
895	244
896	244
897	244
898	244
899	244
900	244
901	244
902	244
903	244
904	244
905	244
906	244
907	244
908	244
909	244
910	244
911	244
912	244
913	244
914	244
915	244
916	244
917	244
918	244
919	244
920	244
921	244
922	244
923	244
924	244
925	244
926	244
927	244
928	244
929	244
930	244
931	244
932	244
933	244
934	244
935	244
936	244
937	244
938	244
939	244
940	244
941	244
942	244
943	244
944	244
945	244
946	244
947	244
948	244
949	244
950	244
951	244
952	244
953	244
954	244
955	244
956	244
957	244
958	244
959	244
960	244
961	244
962	244
963	244
964	244
965	244
966	244
967	244
968	244
969	244
970	244
971	244
972	244
973	244
974	244
975	244
976	244
977	244
978	244
979	244
980	244
981	244
982	244
983	244
984	244
985	244
986	244
987	244
988	244
989	244
990	244
991	244
992	244
993	244
994	244
995	244
996	244
997	244
998	244
999	244
1000	244
1001	244
1002	244
1003	244
1004	244
1005	244
1006	244
1007	244
1008	244
1009	244
1010	244
1011	244
1012	244
1013	244
1014	244
1015	244
1016	244
1017	244
1018	244
1019	244
1020	244
1021	244
1022	244
1023	244
1024	244
1025	244
1026	244
1027	244
1028	244
1029	244
1030	244
1031	244
1032	244
1033	244
1034	244
1035	244
1036	244
1037	244
1038	244
1039	244
1040	244
1041	244
1042	244
1043	244
1044	244
1045	244
1046	244
1047	244
1048	244
1049	244
1050	244
1051	244
1052	244
1053	244
1054	244
1055	244
1056	244
1057	244
1058	244
1059	244
1060	244
1061	244
1062	244
1063	244
1064	244
1065	244
1066	244
1067	244
1068	244
1069	244
1070	244
1071	244
1072	244
1073	244
1074	244
1075	244
1076	244
1077	244
1078	244
1079	244
1080	244
1081	244
1082	244
1083	244
1084	244
1085	244
1086	244
1087	244
1088	244
1089	244
1090	244
1091	244
1092	244
1093	244
1094	244
1095	244
1096	244
1097	244
1098	244
1099	244
1100	244
1101	244
1102	244
1103	244
1104	244
1105	244
1106	244
1107	244
1108	244
1109	244
1110	244
1111	244
1112	244
1113	244
1114	244
1115	244
1116	244
1117	244
1118	244
1119	244
1120	244
1121	244
1122	244
1123	244
1124	244
1125	244
1126	244
1127	244
1128	244
1129	244
1130	244
1131	244
1132	244
1133	244
1134	244
1135	244
1136	244
1137	244
1138	244
1139	244
1140	244
1141	244
1142	244
1143	244
1144	244
1145	244
1146	244
1147	244
1148	244
1149	244
1150	244
1151	244
1152	244
1153	244
1154	244
1155	244
1156	244
1157	244
1158	244
1159	244
1160	244
1161	244
1162	244
1163	244
1164	244
1165	244
1166	244
1167	244
1168	244
1169	244
1170	244
1171	244
1172	244
1173	244
1174	244
1175	244
1176	244
1177	244
1178	244
1179	244
1180	244
1181	244
1182	244
1183	244
1184	244
1185	244
1186	244
1187	244
1188	244
1189	244
1190	244
1191	244
1192	244
1193	244
1194	244
1195	244
1196	244
1197	244
1198	244
1199	244
1200	244
1201	244
1202	244
1203	244
1204	244
1205	244
1206	244
1207	244
1208	244
1209	244
1210	244
1211	244
1212	244
1213	244
1214	244
1215	244
1216	244
1217	244
1218	244
1219	244
1220	244
1221	244
1222	244
1223	244
1224	244
1225	244
1226	244
1227	244
1228	244
1229	244
1230	244
1231	244
1232	244
1233	244
1234	244
1235	244
1236	244
1237	244
1238	244
1239	244
1240	244
1241	244
1242	244
1243	244
1244	244
1245	244
1246	244
1247	244
1248	244
1249	244
1250	244
1251	244
1252	244
1253	244
1254	244
1255	244
1256	244
1257	244
1258	244
1259	244
1260	244
1261	244
1262	244
1263	244
1264	244
1265	244
1266	244
1267	244
1268	244
1269	244
1270	244
1271	244
1272	244
1273	244
1274	244
1275	244
1276	244
1277	244
1278	244
1279	244
1280	244
1281	244
1282	244
1283	244
1284	244
1285	244
1286	244
1287	244
1288	244
1289	244
1290	244
1291	244
1292	244
1293	244
1294	244
1295	244
1296	244
1297	244
1298	244
1299	244
1300	244
1301	244
1302	244
1303	244
1304	244
1305	244
1306	244
1307	244
1308	244
1309	244
1310	244
1311	244
1312	244
1313	244
1314	244
1315	244
1316	244
1317	244
1318	244
1319	244
1320	244
1321	244
1322	244
1323	244
1324	244
1325	244
1326	244
1327	244
1328	244
1329	244
1330	244
1331	244
1332	244
1333	244
1334	244
1335	244
1336	244
1337	244
1338	244
1339	244
1340	244
1341	244
1342	244
1343	244
1344	244
1345	244
1346	244
1347	244
1348	244
1349	244
1350	244
1351	244
1352	244
1353	244
1354	244
1355	244
1356	244
1357	244
1358	244
1359	244
1360	244
1361	244
1362	244
1363	244
1364	244
1365	244
1366	244
1367	244
1368	244
1369	244
1370	244
1371	244
1372	244
1373	244
1374	244
1375	244
1376	244
1377	244
1378	244
1379	244
1380	244
1381	244
1382	244
1383	244
1384	244
1385	244
1386	244
1387	244
1388	244
1389	244
1390	244
1391	244
1392	244
1393	244
1394	244
1395	244
1396	244
1397	244
1398	244
1399	244
1400	244
1401	244
1402	244
1403	244
1404	244
1405	244
1406	244
1407	244
1408	244
1409	244
1410	244
1411	244
1412	244
1413	244
1414	244
1415	244
1416	244
1417	244
1418	244
1419	244
1420	244
1421	244
1422	244
1423	244
1424	244
1425	244
1426	244
1427	244
1428	244
1429	244
1430	244
1431	244
1432	244
1433	244
1434	244
1435	244
1436	244
1437	244
1438	244
1439	244
1440	244
1441	244
1442	244
1443	244
1444	244
1445	244
1446	244
1447	244
1448	244
1449	244
1450	244
1451	244
1452	244
1453	244
1454	244
1455	244
1456	244
1457	244
1458	244
1459	244
1460	244
1461	244
1462	244
1463	244
1464	244
1465	244
1466	244
1467	244
1468	244
1469	244
1470	244
1471	244
1472	244
1473	244
1474	244
1475	244
1476	244
1477	244
1478	244
1479	244
1480	244
1481	244
1482	244
1483	244
1484	244
1485	244
1486	244
1487	244
1488	244
1489	244
1490	244
1491	244
1492	244
1493	244
1494	244
1495	244
1496	244
1497	244
1498	244
1499	244
